python-zipp 3.8.0-1
python38 3.8.13-2
qca-qt5 2.3.4-3
qgis 3.24.1-2
qogir-gtk-theme-git 2021.04.20.r16.g1716e51-1
qpdf 10.6.3-1
qrencode 4.1.1-1
qscintilla-qt5 2.13.2-1
qt5-3d 5.15.3+kde+r18-1
qt5-base 5.15.3+kde+r137-1
qt5-declarative 5.15.3+kde+r20-1
qt5-graphicaleffects 5.15.3+kde+r0-1
qt5-imageformats 5.15.3+kde+r0-1
qt5-location 5.15.3+kde+r2-1
qt5-multimedia 5.15.3+kde+r0-1
qt5-quickcontrols 5.15.3+kde+r0-1
qt5-quickcontrols2 5.15.3+kde+r4-1
qt5-sensors 5.15.3+kde+r0-1
qt5-serialport 5.15.3+kde+r0-1
qt5-speech 5.15.3+kde+r1-1
qt5-svg 5.15.3+kde+r12-1
qt5-tools 5.15.3+kde+r1-1
qt5-translations 5.15.3+kde+r2-1
qt5-wayland 5.15.3+kde+r41-1
qt5-webchannel 5.15.3+kde+r3-1
qt5-webengine 5.15.9-1
qt5-webkit 5.212.0alpha4-12
qt5-x11extras 5.15.3+kde+r0-1
qt6-5compat 6.3.0-1
qt6-base 6.3.0-1
qt6-declarative 6.3.0-1
qt6-svg 6.3.0-1
qt6-translations 6.3.0-1
qtkeychain-qt5 0.13.2-1
quazip-qt6 1.2-2
qwt 6.2.0-1
raptor 2.0.15-18
rasqal 1:0.9.33-5
rate-mirrors 0.9.2-1
rav1e 0.4.1-2
re2 1:20220401-1
readline 8.1.002-1
redland 1:1.0.17-8
reflector 2021.11-3
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ristretto 0.12.2-1
rp-pppoe 3.15-2
rpcbind 1.2.6-2
rpcsvc-proto 1.4.3-1
rsync 3.2.3-4
rtkit 0.13-1
rtmpdump 1:2.4.r99.f1b83c1-2
run-parts 5.5-1
runc 1.1.1-1
rust 1:1.60.0-1
sbc 1.5-2
screen 4.9.0-1
sdl2 2.0.20-2
sdparm 1.12-1
sed 4.8-1
semver 7.3.6-1
serd 0.30.10-1
sg3_utils 1.47-1
shaderc 2022.1-2
shadow 4.11.1-1
shared-mime-info 2.0+144+g13695c7-1
signon-kwallet-extension 21.12.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
skypeforlinux-preview-bin 8.83.76.406-1
slack-desktop 4.25.1-1
slang 2.3.2-2
smartmontools 7.3-1
smbclient 4.16.0-4
snappy 1.1.9-2
sof-firmware 2.0-1
solid 5.93.0-1
sonnet 5.93.0-1
sord 0.16.8-1
sound-theme-freedesktop 0.8-4
soundtouch 2.3.1-2
spandsp 0.0.6-3
spatialindex 1.9.3-1
speedtest-cli 2.1.3-2
speex 1.2.0-3
speexdsp 1.2.0-2
spirv-tools 2022.1-1
sqlite 3.38.2-1
sratom 0.6.8-3
srt 1.4.4-1
sshfs 3.7.2-2
startup-notification 0.12-7
stoken 0.92-4
strongswan 5.9.5-1
sudo 1.9.10-1
suil 0.10.10-2
suitesparse 5.11.0-1
svt-av1 0.9.0-2
svt-hevc 1.5.1-2
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
system-config-printer 1.5.16-1
systemd 250.4-2
systemd-libs 250.4-2
systemd-resolvconf 250.4-2
systemd-sysvcompat 250.4-2
t1lib 5.1.2-8
taglib 1.12-1
talloc 2.3.3-3
tar 1.34-1
tbb 2021.5.0-1
tcl 8.6.12-3
tcpdump 4.99.1-1
tdb 1.4.6-1
tela-circle-icon 2020.11.29.r14.gbe442c9-1
tensorboard 2.8.0-1
tensorflow-cuda 2.8.0-4
testdisk 7.1-4
tevent 1:0.11.0-3
texinfo 6.8-2
texlive-bibtexextra 2021.62705-1
texlive-bin 2021.59745-2
texlive-core 2021.62793-1
texlive-fontsextra 2021.62623-1
texlive-latexextra 2021.62806-1
texlive-science 2021.62659-1
texstudio 4.2.2-1
thin-provisioning-tools 0.9.0-1
threadweaver 5.93.0-1
thunar 4.16.11-1
thunar-archive-plugin 0.4.0-3
thunar-media-tags-plugin 0.3.0-2
thunar-volman 4.16.0-1
timeshift 21.09.1-3
tk 8.6.12-1
tpm2-tss 3.2.0-1
tracker3 3.3.0-1
tslib 1.22-1
ttf-menlo-powerline-git r6.07e91f6-1
ttf-ms-fonts 2.0-12
ttf-nerd-fonts-symbols 2.1.0+36+gd0bf73a1-4
ttf-roboto 2.138-4
tumbler 4.16.0-3
twolame 0.4.0-2
tzdata 2022a-1
udftools 2.3-1
udisks2 2.9.4-1
unzip 6.0-18
upower 0.99.17-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbutils 014-2
util-linux 2.38-1
util-linux-libs 2.38-1
v4l-utils 1.22.1-1
vala 0.56.0-2
vamp-plugin-sdk 2.10.0-1
vid.stab 1.1-3
vim 8.2.4651-1
vim-runtime 8.2.4651-1
visual-studio-code-bin 1.66.2-1
vlc 3.0.17.3-1
vmaf 2.3.1-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r501.r196-1
vte-common 0.68.0-1
vte3 0.68.0-1
vtk 9.1.0-13
vulkan-headers 1:1.3.211-1
vulkan-icd-loader 1.3.208-1
wavpack 5.4.0-1
wayland 1.20.0-2
wayland-protocols 1.25-1
webrtc-audio-processing 0.3.1-3
which 2.21-5
wildmidi 0.4.4-1
wireless-regdb 2022.02.18-3
wireless_tools 30.pre9-3
woff2 1.0.2-3
wpa_supplicant 2:2.10-4
wvdial 1.61-8
wvstreams 4.6.1-17
wxgtk-common 3.0.5.1-3
wxgtk3 3.0.5.1-3
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapp 2.2.8-1
xcb-proto 1.14.1-5
xcb-util 0.4.0-3
xcb-util-cursor 0.1.3-3
xcb-util-image 0.4.0-3
xcb-util-keysyms 0.4.0-3
xcb-util-renderutil 0.3.9-3
xcb-util-wm 0.4.1-3
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+19+g9816ebb-1
xdotool 3.20211022.1-1
xed 3.2.2-1
xerces-c 3.2.3-5
xf86-input-libinput 1.2.1-1
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-vesa 2.5.0-2
xfburn 0.6.2-1
xfce4-appfinder 4.16.1-2
xfce4-artwork 0.1.1a_git20110420-6
xfce4-battery-plugin 1.1.4-1
xfce4-clipman-plugin 1.6.2-1
xfce4-cpufreq-plugin 1.2.7-1
xfce4-cpugraph-plugin 1.2.6-1
xfce4-datetime-plugin 0.8.1-1
xfce4-dict 0.8.4-1
xfce4-diskperf-plugin 2.7.0-1
xfce4-eyes-plugin 4.6.0-1
xfce4-fsguard-plugin 1.1.2-1
xfce4-genmon-plugin 4.1.1-1
xfce4-mailwatch-plugin 1.3.0-1
xfce4-mount-plugin 1.1.5-1
xfce4-mpc-plugin 0.5.2-2
xfce4-netload-plugin 1.4.0-1
xfce4-notes-plugin 1.9.0-1
xfce4-notifyd 0.6.3-1
xfce4-panel-compiz 4.16.3-1
xfce4-panel-profiles 1.0.13-1
xfce4-power-manager 4.16.0-3
xfce4-pulseaudio-plugin 0.4.3-2
xfce4-screensaver 4.16.0-1
xfce4-screenshooter 1.9.10-2
xfce4-sensors-plugin 1.4.3-1
xfce4-session 4.16.0-2
xfce4-settings 4.16.2-1
xfce4-smartbookmark-plugin 0.5.2-1
xfce4-systemload-plugin 1.3.1-1
xfce4-taskmanager 1.5.2.201.g58cf9b2-1
xfce4-terminal 1.0.1-1
xfce4-time-out-plugin 1.1.2-1
xfce4-timer-plugin 1.7.1-1
xfce4-verve-plugin 2.0.1-1
xfce4-wavelan-plugin 0.6.2-1
xfce4-weather-plugin 0.11.0-1
xfce4-whiskermenu-plugin 2.7.1-1
xfce4-xkb-plugin 0.8.2-1
xfconf 4.16.0-2
xfdesktop 4.16.0-2
xfsprogs 5.15.0-1
xfwm4 4.16.1-3
xfwm4-themes 4.10.0-4
xkeyboard-config 2.35.1-1
xl2tpd 1.3.17-1
xmlsec 1.2.33-1
xorg-bdftopcf 1.1-2
xorg-docs 1.7.2-1
xorg-font-util 1.3.2-2
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.5-2
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.3-6
xorg-server-common 21.1.3-6
xorg-server-devel 21.1.3-6
xorg-server-xephyr 21.1.3-6
xorg-server-xnest 21.1.3-6
xorg-server-xvfb 21.1.3-6
xorg-sessreg 1.1.2-2
xorg-setxkbmap 1.3.3-1
xorg-smproxy 1.0.6-3
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-2
xorg-xauth 1.1.1-1
xorg-xbacklight 1.2.3-2
xorg-xcmsdb 1.0.5-3
xorg-xcursorgen 1.0.7-2
xorg-xdpyinfo 1.3.3-4
xorg-xdriinfo 1.0.6-2
xorg-xev 1.2.4-1
xorg-xgamma 1.0.6-3
xorg-xhost 1.0.8-2
xorg-xinit 1.4.1-3
xorg-xinput 1.6.3-2
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-3
xorg-xkbutils 1.0.4-4
xorg-xkill 1.0.5-2
xorg-xlsatoms 1.1.3-2
xorg-xlsclients 1.1.4-2
xorg-xmodmap 1.0.10-2
xorg-xpr 1.0.5-2
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.6-2
xorg-xset 1.2.4-2
xorg-xsetroot 1.1.2-2
xorg-xvinfo 1.1.4-2
xorg-xwayland 22.1.1-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-2
xorg-xwud 1.0.5-2
xorgproto 2021.5-1
xplc 0.3.13-9
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.5-3
yarn 1.22.18-1
zbar 0.23.1-9
zeromq 4.3.4-2
zimg 3.0.3-2
zip 3.0-10
zlib 1:1.2.12-1
zoom 5.10.0-1
zsh 5.8.1-1
zsh-pure-prompt 1.20.0-1
zstd 1.5.2-3
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
zziplib 0.13.72-1
